Movie Name,Kevin's Rating,Unnamed: 2,Watch Date,Ryan's Rating,Sebastian's Rating,Darrell's rating ,DB ID,IMDB ID,Long Title,IMDB URL (don't edit me),Corrected IMDB (edit me!),year,rating,runtimes,genres,votes,director,cast,writer,production companies
Daddys Home,6/10,,2024-08-03,,,,1528854,1528854,Daddy's Home (2015),https://www.imdb.com/title/tt1528854,,2015,6.2,96,"['Comedy', 'Family']",133784,['1890845'],"['0002071', '0000242', '0004802', '0002006', '5411494', '6236783', '0134072', '2868110', '0122987', '0218914', '1171196', '4496510', '4504897', '3703777', '7184479', '4772555', '5088505', '7015602', '1551999', '1206818', '6563407', '1101483', '1078479', '1080620', '6366134', '6118378', '7058158', '7067697', '1179677', '7147116', '7243832', '2684369', '0376260', '6925483', '5420347', '4946254', '6345366', '7171593', '6453886', '1889772', '10763974', '7077616', '7063736', '5362352', '6644386', '4597836', '7410096', '6335059', '6923722', '7175572', '7003686', '8946788', '6317422', '7797494', '2932094', '6330457', '4206614', '7099342', '7414733', '8035217', '0205488', '6631523', '6702152', '6509759', '7196640', '7615021', '6404481', '4742319', '6940382', '4560232', '3492257', '6708940', '6053616', '5972904', '6085487', '6427093', '7183797', '2744237', '6613947', '5646304', '7077629', '6977076', '6431684', '6297951', '7245921', '6747879', '7014467', '10216180', '6377393', '5236065', '6597197', '6934061', '2841197', '6591687', '12719177', '6993788', '6545104', '6653498', '1897496', '1891863', '7281892', '5482441', '7407816', '6455317', '9168786', '6234292', '8290226', '10774003', '6931048', '7837386', '2111250', '6893161', '7096056', '7145871', '6195538', '5341176', '7107993', '6697741', '7309484', '7157183', '2366559', '7637932', '7223846', '7331174', '7279304', '2669049', '6652600', '5238074', '3671362', '6898238', '3982454', '6239472', '7011576', '5561148', '4870473', '4242755', '7415857', '6429650', '7239708', '4766432', '7267487', '5953393', '5207101', '5196287']","['0122602', '1890845', '1898234', None, '0122602']","['0023400', '0325207', '0186190']"
A Cinderella Story,5/10,,2024-08-03,,,,0356470,0356470,A Cinderella Story (2004),https://www.imdb.com/title/tt0356470,,2004,5.9,95,"['Comedy', 'Family']",97030,['0743093'],"['0240381', '0177639', '0614877', '0126004', '0005093', '1194672', '0005417', '0956526', '1543097', '0322325', '0735467', '0399531', '0453273', '0399170', '0374865', '0119317', '1238555', '1449512', '1026297', '1414495', '1627582', '0480869', '0248698', '0805587', '0082517', '1462333', '0922668', '0709835', '1661461', '0391234', '1372762', '1627627', '0803331', '0087382', '0614430', '1564327', '1627584', '1139541', '1627626', '1187205', '0158771', '1627623', '1627612', '1627620', '1312136', '1564907', '1382199', '1627606', '0301504', '1627611', '1216639', '1300069', '1218677', '1627585', '1249079', '0842372', '0300829', '1627624', '1695592', '1694163', '2296429', '0415551', '4046484', '1395985', '2027282', '2487711', '3137314', '1191277', '0006649', '1071784']",['1354901'],"['0002663', '0081469', '0097249', '0029890']"
Just Go With It,8/10,,2024-08-04,,,,1564367,1564367,Just Go with It (2011),https://www.imdb.com/title/tt1564367,,2011,6.4,117,"['Comedy', 'Romance']",275393,['0240797'],"['0001191', '0000098', '0000173', '0841910', '2395937', '1933128', '3838034', '0559986', '0005265', '0237222', '0184445', '0665830', '1310368', '0864490', '1679525', '1232532', '0938661', '0459611', '0761976', '0521781', '0200601', '0489644', '0839836', '1617115', '0431660', '1221047', '2147284', '1496310', '2744009', '0849996', '4134168', '0005010', '2058787', '1862611', '0725079', '3018358', '2599071', '1366393', '1576090', '4289744', '1496325', '3293813', '2794621', '7015751', '2490721', '3927383', '0779514', '4289985', '3239536', '1482033', '4289880', '1699630', '3203104', '0272608', '4289092', '4289926', '4289338', '4290310', '4290338', '0039415', '3922340', '2668091', '3122797', '3757133', '3659899', '0118653', '0174252', '1377782', '4343122', '3100332', '3196549', '3550714', '4352669', '5377523', '3278610', '1283209', '2994410', '4014003', '0443248', '2524797', '3239653', '0970985', '11890506', '4489758', '0593272', '0825090', '3276886', '4344817', '4579995', '2111250', '5120146', '0705347', '3712186', '3624302', '0758651', '3735092', '2712535', '3023730', '7061074', '1563859', '3907661', '3718469', '2996221', '1368748', '4159441', '3644787', '3189486']","['1615610', '0000251', None, '0224634', None, '0123242', None, '0054667', '0344899']","['0050868', '0059609']"
Trap ,7/10,,2024-08-06,,,,26753003,26753003,Trap (2024),https://www.imdb.com/title/tt26753003,,2024,5.8,105,"['Crime', 'Horror']",125902,['0796117'],"['0001326', '6319571', '1630669', '0683467', '0001539', '6216718', '8971115', '0574160', '3264596', '8552008', '0071904', '3903808', '0796117', '13145972', '0102337', '7741264', '8738783', '12119374', '0114276', '10964737', '2851154', '7521065', '13174880', '2716495', '8969748', '2062698', '15432839', '10476645', '9466864', '11442565', '1615623', '13698684', '14542565', '15587651', '10578086', '11083965', '14018576', '4735882', '1787783', '3880243', '14037252', '15942812', '4746615', '5209823', '5816545', '4352000', '4638334', '9951996', '15941858', '0668702', '10975905', '16410534', '15969635', '13558026', '12703640', '13689505', '13223921', '1891973', '14561255', '5357324', '3815210', '7153383']",['0796117'],"['0054054', '0031449']"
Fools Gold,3/10,,2024-08-06,,,,770752,770752,Fool's Gold (2008),https://www.imdb.com/title/tt0770752,,2008,5.7,112,"['Action', 'Adventure']",86582,['0855035'],"['0000190', '0005028', '0000661', '1232226', '0001971', '0935653', '0366389', '0912528', '0393655', '0730993', '0611820', '0480775', '1046288', '2336072', '2903428', '1936266', '1134619', '2902289', '1414228', '1190648', '1091921', '2903088', '0998856', '2706732', '0840024', '0925970', '0185331', '0188933', '1812846', '2811670', '2150555', '2642892', '0119992', '2376754', '2918579', '0914512', '2294350', '1809155', '6827674', '4281137', '3408310', '5040113', '2566371', '4418725']","['0163177', '0954664', '0855035', None, '0163177', '0954664']","['0002663', '0033149']"
Rio,5/10,,2024-08-06,,,,1436562,1436562,Rio (2011),https://www.imdb.com/title/tt1436562,,2011,6.9,96,"['Animation', 'Adventure']",258705,['0757858'],"['0228327', '1723600', '1157657', '0005182', '1960185', '0251986', '0843100', '0528331', '0763928', '2785043', '0004937', '1443238', '0679888', '0004266', '1960207', '0757858', '1691015', '0005317', '0305261', '4388011', '1545471', '1318596', '0001855', '1682096', '3229670', '0520064', '0064831', '0295103', '3799143', '0635183', '3486549', '0605079', '4387681', '0005223', '3637636', '4415164', '4414829', '4418042', '0113198', '0207930', '4415251', '4414465', '4414534', '0193961', '4414508', '4414678', '1377417', '0233547', '4414247', '4414108', '4022756', '4414635', '4414531', '0317244', '0319638', '4414959', '0346415', '0404663', '4414341', '4414745', '4414725', '4122012', '0626160', '0744400', '4414592', '2182319', '2265772', '4415120', '0937869', '3609366', '1415992']","['0757858', '0427993', '5333675', None, '0722610', '0827985', '0893262', '0363958']","['0179259', '0047265']"
Easy A,4/10,,2024-08-06,,,,1282140,1282140,Easy A (2010),https://www.imdb.com/title/tt1282140,,2010,7.0,92,"['Comedy', 'Drama']",429259,['0323239'],"['1297015', '0046112', '0004789', '0126004', '0002006', '0165101', '1544217', '0001435', '0000532', '1425528', '0001804', '0035488', '1490275', '0762424', '0750851', '0283571', '1965417', '2122432', '2642120', '2554969', '3257311', '2219919', '0006826', '0123182', '0032394', '0584461', '0811341', '0281598', '1715189', '2191612', '0482335', '2396969', '1843761', '1098493', '4041559', '2752952', '1821191', '3492252', '1876472', '2906526', '4041329', '9608049', '3338715', '2181595', '2753192', '0417792', '3095130', '3656815', '3847121', '2572456', '7772723', '4962963', '6857090', '4917598', '7131487', '2465768', '0454507', '5474353', '0571951', '1963606', '3294294', '3336353', '3882288', '3877551']",['1421629'],"['0010568', '0219609']"
Warm Bodies,9/10,,2024-08-07,,,,1588173,1588173,Warm Bodies (2013),https://www.imdb.com/title/tt1588173,,2013,6.8,98,"['Comedy', 'Horror']",248885,['1349522'],"['0396558', '1954240', '3006818', '1117791', '2002649', '0000518', '0362484', '1532833', '1296188', '5476023', '1662361', '5475841', '3809782', '2393063', '5475816', '1952213', '4712900', '0492124', '5476026', '0867652', '5475727', '2903364', '0588078', '3670748', '5475596', '4469906', '2446927', '4107928', '2287876', '0390161', '4152992', '0666787', '1553362', '0058171', '1445056', '0103299', '1928207', '1122078', '4186997', '4188166', '2764551', '0271915', '0285603', '4014327', '11844738', '0380435', '3767485', '3609446', '3600973', '0266623', '3619015', '3950534', '4754213', '4159769', '4153143', '3876369', '1727799', '1150775', '6683745', '4434619', '3800916', '4546566']","['3772853', None, '1349522']","['0046206', '0294789', '0064942', '0006259']"
The Lorax,5/10,,2024-08-08,,,,1482459,1482459,The Lorax (2012),https://www.imdb.com/title/tt1482459,,2012,6.4,86,"['Animation', 'Adventure']",135658,"['0719208', '0049633']","['0000362', '1159180', '1374980', '2357847', '0924508', '1443527', '2809577', '1840659', '0842498', '0064170', '2022559', '0660650', '0920800', '0177528', '0864997', '0719208', '0029460', '0074036', '0194201', '0220635', '0267724', '0363641', '0528802', '0542706', '0551065', '0569680', '0628170', '0348562', '4913592', '0911589', '8068731', '0187412', '0232755', '6049147', '0090798', '1862412', '15197660', '0792165', '3660693', '1400050']","['0317450', None, '0666791', '0202425']","['0005073', '0221986', '0194770']"
Hunt for the Wilderpeople,8/10,,2024-08-08,,,,4698684,4698684,Hunt for the Wilderpeople (2016),https://www.imdb.com/title/tt4698684,,2016,7.8,101,"['Adventure', 'Comedy']",146873,['0169806'],"['0000554', '5421877', '0853498', '1344302', '8051777', '0452714', '3574793', '2333404', '1959207', '1055302', '5506626', '0169806', '3312641', '8132405', '0779508', '8198144', '2907283', '8132407', '8132408', '8132409', '8132410', '1484859', '0285382', '8132404', '7550502']","['0169806', None, '0190085', None, '1081550']","['0537672', '0118715', '0312997']"
Borderlands,6/10,,2024-08-08,,,,4978420,4978420,Borderlands (2024),https://www.imdb.com/title/tt4978420,,2024,4.6,101,"['Action', 'Adventure']",42182,['0744834'],"['0000949', '0366389', '1183149', '0000130', '7567556', '8108730', '1232470', '0085312', '1177880', '3689528', '0000153', '5811712', '0496899', '16402608', '2247245', '10835104', '2484764', '16402609', '8790372', '11776350', '16402610', '12530722', '12533307', '9840593', '5552968', '10473018', '6755119', '10193872', '13603332', '9170563', '10817040', '4960648', '3091192', '1887263', '4995796']","['0744834', '2154161', None, '0744834']","['0006881', '0338101', '0742772', '1020104', '0155685', '0374148', '0786360', '0016350']"
Blade,5/10,,2024-08-08,,,,0120611,0120611,Blade (1998),https://www.imdb.com/title/tt0120611,,1998,7.1,120,"['Action', 'Horror']",314698,['0635759'],"['0000648', '0001151', '0001434', '0942668', '0006610', '0001424', '0431332', '0000183', '0909384', '0347375', '0005125', '0249981', '0939041', '0858593', '0005135', '0425543', '0193296', '0779401', '0490801', '0382693', '0424499', '0671401', '0042172', '0004897', '0010938', '0176732', '0924401', '0222584', '0758186', '0572023', '0259503', '0776580', '0114085', '0643612', '0827340', '0487005', '0653654', '0047665', '0142876', '0167878', '0179650', '2299572', '0003630', '0331814', '13414861', '0387378', '0408001', '0409262', '0411747', '3295242', '0455316', '0455437', '0502540', '0560247', '0635759', '0645504', '0712826', '0722223', '0781557', '8421086', '0836222', '1071768', '0857565']",['0275286'],"['0046718', '0078451', '0030991', '0095134']"
Liar Liar,6/10,,2024-08-09,,,,0119528,0119528,Liar Liar (1997),https://www.imdb.com/title/tt0119528,,1997,6.9,86,"['Comedy', 'Fantasy']",346504,['0001723'],"['0000120', '0005491', '0178176', '0000144', '0359774', '0000236', '0000372', '0076251', '0001436', '0752751', '0562356', '0682597', '0002012', '0652783', '0279805', '0501493', '0666871', '0611127', '0020739', '0142586', '0444411', '0730072', '0644750', '0217301', '0418012', '0722345', '0503138', '0907605', '0873668', '0674946', '0639820', '0140150', '0137488', '0328767', '0382285', '0496830', '0789039', '0043144', '0020576', '0035650', '0055872', '0121939', '0256528', '0301045', '0428894', '0384605', '0340900', '0035079', '0175833', '0429101', '0621130', '0012209', '0055346', '0113090', '0149522', '0262612', '0004923', '0294343', '0329240', '0467512', '0588484', '0025490', '0163670', '0295203', '0452881', '0454327', '0574617', '0668139', '0750158', '0825497', '0441002', '3425823', '1028773', '0201084', '2230709', '1733788', '10605902', '2376223', '4563125']","['0345488', '0563397']","['0005073', '0003687']"
Cool Runnings,7/10,,2024-08-10,,,,0106611,0106611,Cool Runnings (1993),https://www.imdb.com/title/tt0106611,,1993,7.0,98,"['Adventure', 'Comedy']",117266,['0005509'],"['0502442', '0234791', '0507644', '0948272', '0001006', '0000855', '0653660', '0168803', '0319446', '0404904', '0831687', '0531340', '0617140', '0178203', '0235596', '0106319', '0132655', '0908022', '0311081', '0331779', '0522704', '0449752', '0732543', '0113109', '0866832', '0402989', '0918588', '0697175', '10392985', '0026537', '0518756', '0730071', '0471863', '0779417', '0499931', '0871231', '1134611', '0006500', '0403926', '0568612', '0661739', '0909355']","['0796848', '0006916', None, '0796848', '0842476', '0325271']","['0008970', '0062957']"
Never Been Kissed,4/10,,2024-08-11,,,,0151738,0151738,Never Been Kissed (1999),https://www.imdb.com/title/tt0151738,,1999,6.0,107,"['Comedy', 'Drama']",100002,['0331532'],"['0000106', '0000274', '0890232', '0788340', '0000604', '0005190', '0923490', '0930317', '0818055', '0222586', '0184445', '0718430', '0234606', '0604608', '0550982', '0081081', '0005447', '0430005', '0004695', '0005420', '0480465', '0487068', '0930151', '0290556', '0819440', '0352485', '0663844', '0932992', '0004709', '0813565', '0873795', '0371821', '0362484', '0865344', '0729040', '0250192', '0456799', '0935441', '0496945', '0236130', '0610450', '0928511', '0572394', '0235011', '0090309', '0805038', '0020807', '0641987', '0643703', '0811031', '0919220', '0342249', '0280292', '0932881', '0008672', '0068631', '0260998', '0532188', '0550290', '0655327', '0691722', '0797247', '0829263', '0945321', '2078271', '0036818', '0074289', '1999505', '3391198', '0181687', '1517540', '0990497', '0370361', '10605902', '0443248', '3117063', '0572697', '3425996', '0718021', '0732883', '0766399', '4912454', '1518150', '2598931', '1943957', '1798786']","['0463359', '0799050']","['0017497', '0070207', '0148520', '0046204']"
Akeelah and The Bee,7/10,,2024-08-12,,,,0437800,0437800,Akeelah and the Bee (2006),https://www.imdb.com/title/tt0437800,,2006,7.4,112,"['Drama', 'Family']",22195,['0040328'],"['1551130', '0000401', '0000291', '0035664', '1638333', '1012084', '1863901', '0949810', '1679101', '0399170', '1100337', '1801062', '0002245', '0688432', '1132920', '2009892', '0913738', '2233293', '0365050', '1120171', '0428612', '2233151', '0325800', '2666312', '0307600', '0304398', '1937155', '0097414', '0090981', '2233284', '0295041', '2233164', '2219919', '0648643', '0761078', '0369521', '2233317', '2103271', '2233123', '0906136', '1589004', '1886081', '1456473', '1856120', '1486648', '2233105', '2233292', '2219868', '2233063', '2233313', '2233206', '2233244', '2233177', '2219817', '2233258', '1845726', '1975739', '1832126', '9682322', '4843019', '1847621', '3859191', '1659799', '6714176', '1921634', '2599115', '2014884', '2844719', '2495438', '1968982', '1963667', '9021129', '3395576', '2087460', '2614030', '1775706', '2258412', '1540424', '7172606', '8715361', '2794396', '2261963', '6776924', '1904329', '2016808', '2059606']",['0040328'],"['0052395', '0139888', '0061254', '0006881', '0005596', '0177664', '0142486']"
Waiting,4/10,,2024-08-13,,,,0348333,0348333,Waiting... (2005),https://www.imdb.com/title/tt0348333,,2005,6.7,94,['Comedy'],108981,['1301035'],"['0005351', '0267506', '0519043', '0462712', '0350079', '0564277', '0197855', '1291974', '0070810', '0005513', '0501837', '1045739', '1429102', '0176981', '0480465', '0004825', '0005176', '2007965', '1878491', '0263625', '1591432', '1043126', '0604896', '0103612', '1594932', '1209892', '1998600', '1799569', '1751331', '1751504', '0274011', '2010085', '2016910', '10835841', '1306561', '2016832', '1967718', '1958484', '2008538', '2013780', '2140079', '1871431', '1739220', '1248299', '1839944', '1283835', '1906939', '1866839', '0685827', '2532819', '2090407', '3025133', '3231579']",['1301035'],"['0156805', '0119429', '0093132', '0089548']"
Ricky Stanicky,7/10,,2024-08-13,,,,1660648,1660648,Ricky Stanicky (2024),https://www.imdb.com/title/tt1660648,,2024,6.2,113,['Comedy'],54633,['0268380'],"['9886744', '15776249', '15401358', '1973595', '0283475', '0283528', '9215482', '6280112', '1374980', '2421917', '15776254', '15776255', '14784235', '15075839', '15776256', '8760165', '15776257', '15776258', '15776259', '2747668', '2837093', '1854664', '1078479', '8239396', '0428923', '0046591', '15776260', '0810422', '6113778', '0492592', '0593383', '3399361', '1631953', '0743501', '1187967', '0000513', '0000826', '1497365', '0434227', '2322820', '6151527', '5557090', '14531484', '14531485', '5764587', '13501627', '9437529', '15776262', '15776263', '1646562', '1497333', '0318392', '0461220', '12378167', '0315143', '4275773', '4297540', '5224257', '1131579', '15509178', '10841526', '15776266', '4692773', '15776267', '15901131', '15776268', '15776269', '15776270', '15776271', '15776272', '15059043', '15029663', '7340171', '8571799', '10585056', '3100678', '6186235', '13798103', '16027143', '11450552', '13850187']","['0124244', '1973595', '1434173', '0268380', '0971919', '0148808', None, '0124244', '1973595', '1434173', '0268380', '0971919', '0148808', None, '1247076', '5621359']","['0857805', '0215387', '0097699', '0062831', '0174505', '0392112', '0158519', '0916736']"
Twilight of the Warriors:Walled in,7/10,,2024-08-14,,,,20316748,20316748,Twilight of the Warriors: Walled In (2024),https://www.imdb.com/title/tt20316748,,2024,7.0,126,"['Action', 'Crime']",8442,['1110912'],"['0465503', '0005033', '0719104', '1332451', '7832704', '1264535', '8392619', '1291588', '2369534', '9193136', '0477209', '0492408', '0499298', '16558842', '15717765', '7184245', '3182701', '16564017', '1936402', '3034988', '14900228', '2356715', '1079747', '16587003', '16588496', '16612151', '16551824', '1708260', '16561314', '10704645', '16561313', '16017362', '14916561', '7044105', '16560919', '16447838', '16561315', '16561316', '16588497', '16558922', '16558897', '3846586', '16564016', '9384766', '16447841', '16563980', '16561312', '16447839', '1030388', '15615056', '16447842', '16561232', '5205395', '5681728', '3651214', '5449162', '16560918', '16563981', '15854193', '16369176', '9382715', '16447840', '1708089', '6090084', '2108974', '2702153', '9165631', '8667354', '16560920', '6803796', '16563979', '16560921', '6037219', '2544437', '6426706', '2374383', '5773979', '5291795', '13268019', '5426411', '16489785', '2495637', '3590477', '16564018', '16560970', '6255358', '8375189', '16468419', '15083918', '8730103', '0939364', '6622905', '3665320', '9199084', '13321898', '2651958', '0939382', '16369175', '16588495', '16564022', '16564019', '2901214', '4101679', '16561233', '3651307', '16564021', '16563982']","['1104594', None, '5335213', None, '15982429', None, '10050431', None, '15982431']","['0514171', '0880815', '0540498', '0093755', '0635392']"
Pitch Perfect 2,6/10,,2024-08-14,,,,2848292,2848292,Pitch Perfect 2 (2015),https://www.imdb.com/title/tt2848292,,2015,6.4,115,"['Comedy', 'Music']",174061,['0006969'],"['0447695', '2313103', '2794962', '0811242', '2799457', '2796745', '0005408', '2319871', '4805317', '3625065', '2443438', '3637636', '2610425', '2171898', '2063276', '4275908', '4708985', '1894655', '0428319', '0516266', '2551886', '0383422', '0006969', '0004879', '0189144', '1221047', '0677399', '3728877', '6926128', '6928259', '3894581', '6928258', '7823183', '2505507', '2905414', '2647420', '5266877', '0134224', '1293847', '1311488', '7319895', '5272590', '1667295', '1991807', '0453994', '0005280', '2361632', '0001609', '1747013', '0004694', '1214289', '1627901', '5290193', '5238611', '6817337', '5807565', '7059572', '0735350', '7596840', '7230531', '2874317', '7319897', '7319898', '7319899', '4973031', '4724842', '4540158', '7319906', '2630225', '7319908', '2201979', '1881483', '7319909', '2424642', '5795316', '6377239', '6377237', '6377236', '6377238', '6375556', '7319910', '7319911', '5242287', '7319912', '7319913', '7319914', '7319915', '7319916', '7319917', '7319918', '7319919', '6030815', '7319920', '7319921', '7319922', '7319923', '7319924', '6552877', '5132341', '5290328', '7596841', '7304491', '2086258', '7319925', '7319926', '1858908', '1801177', '14193659', '4971529', '7319927', '7319928', '5246855', '7319930', '7319931', '7319932', '0731533', '1850967', '3307291', '3571491', '3605836', '3902747', '3733748', '6600863', '6644386', '4787395', '1990452', '6957880', '5820988', '0933612', '6692998', '6324870', '5607186', '2932094', '7540433', '6330457', '3873798', '7658465', '5320844', '7350994', '6873070', '2156393', '5343334', '4008701', '6840104', '6633879', '6907322', '6657945', '4708180', '6341593', '3273261', '1283209', '5566975', '6241953', '4839155', '6297951', '5911248', '5440999', '6688403', '6893183', '7014467', '5900758', '5900757', '5454624', '6678209', '3333717', '7680705', '6325035', '6089541', '0599907', '4062504', '7069183', '6681155', '3681508', '6633163', '6567595', '3141508', '7453521', '7243832', '6195538', '6284241', '6140421', '5064101', '6066408', '7110010', '6998654', '5102780', '5117177', '1901390', '7248372', '6146973', '7637932', '3115122', '8282696', '6812568', '6533737', '7898218', '4035029', '4494242', '6898238', '6597394', '6601529', '5574287', '6825817', '5408804', '4766432', '3785597', '5196287']","['0134224', None, '3015467']","['0283926', '0076476', '0005073']"
Jackpot,6/10,,2024-08-15,,,,26940324,26940324,Jackpot! (2024),https://www.imdb.com/title/tt26940324,,2024,5.8,106,"['Action', 'Comedy']",29612,['0082450'],"['0005405', '0338123', '4752920', '2528649', '0780016', '2976018', '0567093', '3745764', '4567655', '2409442', '5377144', '0048250', '3066532', '15633286', '4855517', '9001021', '1244650', '12581562', '8804716', '3827557', '1078479', '0838340', '4649996', '7577605', '7774770', '2334495', '0782394', '4852033', '5060159', '8556330', '9040441', '1695706', '9824060', '10966804', '6267963', '0330195', '4684488', '5379637', '13371872', '10101883', '5508206', '10520741', '8963933', '10489533', '1368066', '4704091', '11089267', '7574416', '5248297', '2591886', '8481715', '12131484', '7940540', '4784980', '7935729', '7042907', '4725561', '1105343', '10702171', '1534715', '11646028', '0446622', '10050680', '0496899', '11900428', '6982057', '7824273', '2698730']",['2559427'],"['0319272', '0203259', '0409029', '0747900']"
Confessions of a Shopaholic,6/10,,2024-08-15,,,,1093908,1093908,Confessions of a Shopaholic (2009),https://www.imdb.com/title/tt1093908,,2009,5.9,104,"['Comedy', 'Romance']",85031,['0389591'],"['0279545', '0199215', '1269983', '0000349', '0000422', '0001475', '0000218', '0035488', '0004753', '0001655', '0822802', '0353546', '0180431', '0005176', '0507051', '0345399', '1603577', '2479098', '0758582', '1004811', '0002056', '0659353', '0005021', '2081916', '0049377', '3718524', '3061148', '1255946', '2194688', '1799058', '1393354', '3003461', '0505818', '0562035', '2182827', '0088964', '0364835', '0785854', '3026487', '1077043', '0339225', '0181067', '1375537', '1564377', '0491621', '2259835', '3295641', '0896149', '3268924', '2807361', '2156622', '2567277', '0391885', '0733582', '0716452', '3295650', '3295647', '3295649', '3295646', '1784872', '2182369', '2766270', '3390024', '0260497', '0912154', '0080401', '0864286', '1526334', '1502188', '1544080', '2086670', '1973844', '0763356', '1972738', '2989115', '0907188', '0760541', '0401091', '1406524', '2031032', '3151150', '2356963', '2572554', '2892124', '2908746', '4346156', '2706788', '2341920', '2707882', '2370389', '2728179', '2712364', '1731680', '3357119', '2739905', '1384284', '2864134', '0169642', '4075214', '0180749', '3488493', '2532304', '2436355', '0212640', '2794310', '2318758', '2965685', '3100332', '5634543', '1741943', '2991483', '1973866', '3138561', '2701715', '4807904', '2844943', '2423930', '2758480', '0319068', '3121909', '2804030', '2664128', '2803854', '1871797', '2929565', '1159180', '2743450', '3969529', '2362302', '6697745', '3286401', '4240229', '3418946', '2957856', '2116769', '1828248', '3249362', '2984417', '1439061', '3075091', '5704789', '3111373', '1187270', '1788926', '1739959', '8682537', '2957915', '3003819', '1973517', '2342331', '2925495', '4461741', '4462472', '1183153', '2443739', '2846520', '2831244', '1617220', '3814445', '4141047', '2172531', '3046500', '2606882', '2572662', '8816882', '4356087', '2309847', '3879425', '2534792', '3564657', '1626286', '3338860', '1023548', '2415521', '2997775', '2481521', '11550243', '2902030', '2301844', '3976580']","['0414117', '0278759', '1547852', None, '1536494']","['0049348', '0026281']"
Police Story,7/10,,2024-08-15,,,,0089374,0089374,Police Story (1985),https://www.imdb.com/title/tt0089374,,1985,7.5,100,"['Action', 'Comedy']",44112,['0000329'],"['0000329', '0510857', '0001041', '0159201', '0876603', '0867242', '0482647', '0490509', '0158605', '0436337', '0550301', '0025546', '0159519', '0939280', '0910705', '0156495', '0836787', '0628756', '3996942', '0516321', '2219361', '0284011', '0499995', '0971063', '1507745', '4740363', '0151787', '0155179', '0906206', '1673403', '3062750', '1367272', '1295912', '3153731', '0150839', '3450442', '3071342', '1721509', '0450640', '0481720', '0482567', '1619312', '0490623', '1164655', '0497688', '2507500', '0497016', '1272329', '0473326', '1872238', '7860753', '1399522', '1398113', '6248510', '0875130', '0402222', '2403022', '1219018', '0319638', '0033977', '1667717', '0607434', '7268519', '0789015', '0943156', '0958774']","['0000329', None, '0849282']","['0015592', '0043372', '0069083']"
Dan In Real Life,7/10,,2024-08-15,,,,0480242,0480242,Dan in Real Life (2007),https://www.imdb.com/title/tt0480242,,2007,6.8,98,"['Comedy', 'Drama']",108737,['0373282'],"['0136797', '0000300', '0176981', '0683467', '1429380', '1728626', '0001848', '0001498', '0125475', '0752407', '0372961', '0939703', '2653107', '2665339', '2640264', '2484953', '2601229', '2797066', '0193879', '1289434', '2116890', '1285162', '0570554', '0484541', '0578120', '2196739', '2852724', '2740330', '2440783', '2348627', '2079784', '2797065', '2797083', '2797088', '2797094', '2253765', '4635997', '0838151', '5661359', '2902428', '8575522', '3413370', '1851433', '1975148', '3277050', '2735175']","['0307070', '0373282']","['0049348', '0042399', '0168855', '0235421']"
IF,5/10,,2024-08-16,,,,11152168,11152168,IF (2024),https://www.imdb.com/title/tt11152168,,2024,6.4,104,"['Animation', 'Comedy']",55794,['1024677'],"['7282126', '0005351', '1024677', '0789716', '0136797', '3564817', '0001283', '10910136', '1154919', '1293885', '8995650', '15128811', '9591099', '0378724', '0028401', '8750263', '4514196', '12317653', '16144098', '15816522', '5377144', '1289434', '0000123', '0177896', '0000354', '0352778', '0420955', '1221047', '0515116', '1724319', '0005221', '0722629', '0005377', '0748973', '2154960', '2860957', '0829537', '0000093', '13791361', '0144425', '15884244', '7339115', '2841197', '3491108']",['1024677'],"['0023400', '0683138', '0191414', '0149632']"
