Movie Name,Kevin's Rating,Unnamed: 2,Watch Date,Ryan's Rating,Sebastian's Rating,Darrell's rating ,DB ID,IMDB ID,Long Title,IMDB URL (don't edit me),Corrected IMDB (edit me!),year,rating,runtimes,genres,votes,director,cast,writer,production companies
8th Grade,8/10,,2024-01-15,,,,7014006,7014006,Eighth Grade (2018),https://www.imdb.com/title/tt7014006,,2018,7.3,93,"['Comedy', 'Drama']",84523,['3102998'],"['3220568', '0357979', '3196216', '3638077', '6002170', '9538520', '8933067', '8302891', '7879315', '9571095', '0944886', '7333991', '2958826', '9248257', '1478067', '0808532', '7224794', '1452222', '9965591', '1102488', '2299232', '9965592', '1686600', '6941209', '2466185', '9088667', '9054583', '1071179', '9256324', '9504106', '9340510', '10076464', '7344295', '10486705', '6363355', '9300123', '0669109', '8569033', '5050404', '2606882', '8806573']",['3102998'],"['0390816', '0093463']"
Gravity,7/10,,2024-01-16,,6/10,6/10,1454468,1454468,Gravity (2013),https://www.imdb.com/title/tt1454468,,2013,7.7,91,"['Drama', 'Sci-Fi']",878257,['0190859'],"['0000113', '0000123', '0000438', '1241511', '2060857', '1741430', '3390180']","['0190859', '0190861']","['0002663', '0164586', '0159772']"
Self-Reliance,8/10,,2024-01-18,,,,26084002,26084002,Self Reliance (2023),https://www.imdb.com/title/tt26084002,,2023,6.0,85,"['Comedy', 'Thriller']",17573,['2159926'],"['2159926', '1676221', '0424608', '0856471', '4364610', '0358922', '1588429', '0501802', '0462116', '0927706', '1468061', '1596025', '0447695', '9912877', '0283565', '2295540', '14337646', '7533568', '0901679', '10381726', '2044246', '0000502', '4725408', '0690751', '0555462', '2862369', '0762121', '11955248', '1638355', '3272703', '0103750', '3310244']",['2159926'],"['0811855', '0194736', '0191796', '1005947']"
Lift,6/10,,2024-01-18,,,,14371878,14371878,Lift (2024),https://www.imdb.com/title/tt14371878,,2024,5.5,107,"['Action', 'Comedy']",48381,['0336620'],"['0366389', '1813221', '0941777', '0000352', '2216549', '2915105', '7599677', '9196203', '0000606', '8188622', '1218607', '2167957', '2669710', '9656164', '5105119', '6346125', '7857840', '2628538', '0518642', '0703005', '9315561', '15474990', '15474991', '4406512', '3183878', '4437320', '0428901', '15474992', '4827963', '6178538', '1456647', '0567009', '4959062', '1259756', '2567807', '3909705', '4578546', '1411286', '0266815', '15474996', '4917217', '4437591', '6875811', '11295628', '9185380', '10949969', '11237160', '3033499', '13738162', '4016944', '13951464', '2274343', '9378323', '7022478']",['2896816'],"['0144901', '0510680', '0301801', '0566686', '0347671']"
Bad Grandpa,7/10,,2024-01-22,,7/10,,3063516,3063516,Jackass Presents: Bad Grandpa (2013),https://www.imdb.com/title/tt3063516,,2013,6.5,92,['Comedy'],99224,['0871860'],"['0424216', '3850986', '0364739', '0146061', '5854055', '5168255', '6040743', '0269013', '1840615', '5204550', '1026169', '0005069', '0001416', '3983388', '6040773', '6040774', '6040775', '6040776', '6040777', '6040778', '6032496', '6040779', '4307599', '6040780', '6040781', '5972608', '6040782', '5854101', '6040783', '6040784', '6021765', '5924504', '6040785', '3924583', '5912124', '5976690', '4272893', '6040787', '6040788', '4563779', '6040789', '6040790', '6040791', '6040792', '6040793', '6040794', '6040795', '6040827', '6040828', '6040829', '6040830', '6040831', '13496518', '6040832', '6040833', '4731190', '12832623', '2738958', '2828797', '2960187', '1079524', '1029269', '1030622', '0651675', '7632744', '0871860']","['0424216', '0005069', '0871860', '0046943', '0806416', None, '0424216', '0005069', '0871860']","['0023400', '0034438', '0078828']"
Ted 2,6/10,,2024-01-22,,,,2637276,2637276,Ted 2 (2015),https://www.imdb.com/title/tt2637276,,2015,6.3,115,['Comedy'],244213,['0532235'],"['0000242', '0532235', '1086543', '1274797', '0000610', '0000151', '0429207', '0911320', '0000373', '0810488', '0805476', '2072060', '0002253', '0133474', '0000553', '0371660', '0001772', '1530018', '0005143', '0453994', '0571952', '1293885', '0453115', '1278376', '0666256', '1163667', '0000684', '4483439', '1221906', '1575801', '4885949', '0460936', '0761078', '3899420', '7060762', '1151189', '1328139', '5368048', '1273148', '0307621', '5233195', '1368238', '0232116', '7399557', '3676153', '4119820', '7399558', '0873136', '4220331', '7399559', '1019329', '0422277', '0481573', '1315611', '0716396', '0818045', '0835895', '1273397', '0164873', '2090632', '1484134', '0778769', '3600441', '5316848', '0023470', '3257303', '3655435', '2157430', '5446549', '3951683', '0896742', '4136034', '0174252', '7399590', '0011162', '0152839', '0862992', '2381779', '2974769', '3864537', '5188905', '4478620', '10810212', '5426808', '4439147', '3572561', '4978849', '8810565', '3539674', '5677841', '5384245', '5105208', '6917720', '7039289', '5437225', '2321687', '6892408', '1330102', '3289755', '9367890', '3409681', '2782582', '5055244', '3774997', '6039436', '3678814', '6272365', '5180669', '4084424', '7107465', '6996669', '4100566', '5682728', '0143779', '5841228', '5825019', '6829429', '2214134', '0154722', '5681510', '5839283', '6225783', '5692772', '6684214', '2463367', '1881743', '1089398', '6166435', '2899135', '7029256', '7351556', '3716391', '7972750', '5296544', '4957364', '1034481', '7887484', '5878804', '4218434', '7051567', '5853204', '4487625', '6332909', '0266422', '6828686', '1326860', '6872280', '3720966', '4493429', '4072891', '3413370', '0301504', '2811509', '7150833', '8821471', '6928945', '2924997', '2532431', '7848383', '5462202', '4889792', '4510266', '5521576', '7236038', '3203585', '2610360', '4098925', '4590090', '3838453', '6687222', '3618366', '8435980', '6505555', '4473191', '6495693', '4825396', '3157537', '4356874', '2883904', '12605237', '9159395', '0378063', '6655910', '2416860', '5957847', '6801817', '3953085', '0386816', '6654193', '4066239', '3649695', '2674188', '5202431', '3625004', '1659458', '2240326', '6422723', '9304976', '6895500', '6033113', '7339951', '4983389', '2841197', '4092658', '5927928', '2278236', '4279897', '6965918', '4707354', '10431734', '0458514', '4094899', '6259930', '5414886', '5224790', '7111101', '3239653', '5624662', '2264698', '0490078', '6085634', '3055525', '3080770', '7243419', '6540497', '4841082', '5793527', '6059922', '4548311', '7850571', '6504985', '5525354', '3449807', '3678272', '3566356', '5008308', '5364050', '0005175', '6822932', '8228702', '8190699', '1863451', '12896336', '8764159', '7540792', '5223465', '4440616', '6406500', '3973962', '6179819', '2713485', '2940016', '5453459', '8473011', '5081393', '3286740', '3755339', '4682061', '6926455', '3222559', '5131058', '4644982', '8129111', '7161080', '6813539', '0635847', '3285106', '9964092', '5936761', '4823546', '5857646', '3433646', '6604726', '4190344', '4388566', '0658031', '6738604', '6884834', '7367122', '5126722', '1718464', '7397684', '4099195', '6514896', '7256290', '10192807', '6731945', '5623550', '6067658', '4867945', '4840208', '4715155', '6916495', '5616401', '1975431', '2781994', '6833387', '3940507', '8702288', '2976898', '4793913', '2670764', '2769940', '1110718', '6584798', '3601497', '7309484', '2669410', '3332156', '2087100', '7049705', '7782546', '4175312', '4602331', '14999199', '7713251', '2786793', '5704273', '3753909', '4187712', '14647617', '5664097', '7907264', '1836422', '5623142', '1152992', '6866218', '7573885', '6374560', '3892129', '5522453', '12171262', '6968170', '6372441', '3075140', '3213874', '6354402', '6697843', '3194109', '5735904', '1422146', '1695320', '6731951', '6836945', '2501560', '6134323', '6874849', '5037999', '6880265', '4128617', '2269968', '4502608', '3796441', '6642669', '2735460', '4959023', '3191235', '6866993']","['0532235', '1273148', '1273397', None, '0532235']","['0005073', '0194736', '0065872', '0235528']"
The Wrong Missy,7/10,,2024-01-22,,,,9619798,9619798,The Wrong Missy (2020),https://www.imdb.com/title/tt9619798,,2020,5.8,90,"['Comedy', 'Romance']",47692,['2634746'],"['0005450', '1944055', '0841910', '0682762', '0864490', '0801356', '0149950', '6074326', '0001705', '0267656', '0306201', '5195221', '0521781', '0761977', '2636836', '3276886', '1335769', '5375798', '4564725', '3171941', '7636929', '2490721', '3927383', '11577076', '0496899', '8442847', '5761958', '10267794', '0406678', '5329331', '0928807', '1725467', '9713778', '1003042', '0367445', '6341702', '6539482', '0184445', '11577077', '5012507', '11577078', '11577079', '11577080', '11577081', '11577082', '7094208', '1187482', '11577083', '3193195', '4131560', '9788593', '10573208', '9312937', '6028520', '5468136', '1282536', '11577084', '11577085', '5980854', '11025636', '4160913', '6955737', '10759488', '10653115', '7550516', '0225129', '9972821', '10332325', '8034818', '4697616', '2763064', '7018484', '11098655', '6128504', '9862833', '3851326', '7703581', '6140673', '12255067']","['2475608', '0055937']","['0059609', '0144901', '0555595']"
Penelope,6/10,,2024-01-23,,,,0472160,0472160,Penelope (2006),https://www.imdb.com/title/tt0472160,,2006,6.7,104,"['Comedy', 'Fantasy']",67731,['0657372'],"['0001290', '0001573', '0697264', '0269923', '0000207', '0025852', '1373034', '0378609', '0151463', '0227759', '3201679', '1128519', '1218607', '0047139', '0564215', '0296545', '0668920', '1162282', '0932598', '1711207', '0090226', '0369814', '1648507', '0377901', '2368268', '3199175', '0494945', '0000702', '1258970', '0568211', '1546326', '0662744', '0899299', '0337312', '1580945', '0550526', '2281283', '0101668', '3201498', '2085738', '3200605', '3199840', '3200115', '3198635', '3199125', '2982442', '1842807', '2039397', '2054096', '1208061', '1941211', '5229894']",['0147092'],"['0046206', '0003987', '0081041', '0173251', '0209305', '0130369']"
The Secret Life of Walter Mitty,9/10,,2024-01-23,,,7/10,0359950,0359950,The Secret Life of Walter Mitty (2013),https://www.imdb.com/title/tt0359950,,2013,7.3,114,"['Adventure', 'Comedy']",352122,['0001774'],"['0001774', '1325419', '1789985', '1063517', '0385722', '0004395', '0280355', '3185990', '1603542', '0622539', '0553440', '0137432', '0806217', '0000511', '1675596', '5246883', '0830243', '6134100', '0180366', '2692709', '1452456', '0959963', '0480486', '1866831', '6134101', '0433579', '6134105', '2281836', '3318551', '5746395', '6134106', '2797330', '6134107', '5355952', '4373992', '6134108', '6134109', '6134110', '0375079', '0502097', '0005277', '0725200', '1160357', '1443325', '6134102', '6134103', '6134104', '5272340', '6133904', '6133905', '6133906', '6133907', '0000576', '6133908', '6133909', '2031811', '6133910', '6133911', '2877066', '3106578', '1067234', '0586386', '1838159', '0334007', '0652663', '0214129', '0505664', '0144425', '3129464', '6525592', '14208095', '4992345', '3977976', '3678814', '4163299', '4444375', '4908969', '4684157', '0996651', '5039188', '3317479', '5783273', '6258904', '3896505', '4900743', '7913220', '2259600', '5929183', '4809787', '1967694', '2171261', '4767031', '3945339', '2674188', '6123889', '5342262', '5109850', '5119378', '2162042', '4330314', '2848997', '6005463', '3520182', '4533468', '2793220', '3438615', '3868729', '3018179', '4858652', '5205787', '4877241', '7709274', '8596400', '5972784', '2576979', '4126705', '5065258', '2121188', '0659163', '5168039', '7107363', '4897922', '2106514', '5083000', '0715900', '2326016', '0726504', '5299296', '3538707', '0750419', '3814024', '2035923', '4352443', '4858371', '4308303', '6073773', '3145447', '5674147', '4354994', '0152839', '5438661', '2506210', '3697720', '4138314', '1962041', '4159145', '5906699', '4241215', '0906945', '2724745', '2348797', '4668828']","['0175726', None, '0175726', None, '0862122']","['0000756', '0420822', '0058013', '0039303', '0046718', '0209925', '0283574', '0465201']"
Air,8/10,,2024-01-24,,,,16419074,16419074,Air (2023),https://www.imdb.com/title/tt16419074,,2023,7.4,111,"['Drama', 'Sport']",181288,['0000255'],"['0000354', '0000867', '0000255', '0582149', '0205626', '0855132', '13384845', '0000676', '0536866', '0803890', '0837784', '0001542', '0340408', '0642259', '0005541', '6647906', '1577957', '1371339', '8578252', '0117857', '4880301', '4227700', '1554650', '0386438', '3869515', '1187954', '1510186', '5379433', '14633323', '13467500', '7933615', '1517482', '4411580', '9780347', '7847489', '0332380', '4444150', '6125750', '3525905', '13157417', '1166844', '13687088']",['7418825'],"['0319272', '0961831', '0013922', '0152219']"
The Other Guys,7/10,,2024-01-24,,,,1386588,1386588,The Other Guys (2010),https://www.imdb.com/title/tt1386588,,2010,6.7,107,"['Action', 'Comedy']",297039,['0570912'],"['0002071', '1157013', '0000242', '0578949', '0000474', '1277586', '0528324', '0027392', '0829032', '0000168', '1046719', '1675671', '0425005', '0317271', '1153581', '1443527', '0915458', '0216320', '1477070', '0176869', '1169115', '0134072', '1830380', '0374149', '3804613', '3985325', '1866791', '1038783', '0852084', '2046855', '3564887', '2952467', '1846908', '0528164', '1097364', '2933032', '3985408', '0954036', '1443368', '0566663', '0137265', '3735219', '2560516', '10001932', '1200548', '0877808', '3985228', '0005441', '0263212', '3985261', '2651191', '0000222', '0001609', '0274498', '0570912', '0005929', '0563618', '0189777', '2355635', '1060668', '3863145', '2082636', '0651008', '0031055', '0365421', '3985308', '1589811', '1871253', '3985469', '9737257', '2810978', '2206199', '3923861', '4659397', '2971518', '4016945', '1944404', '7817727', '4112874', '3937111', '2488152', '2226194', '4540024', '2403319', '5228182', '2403554', '2803854', '3285664', '2929565', '0000162', '1896358', '2674188', '0001384', '0416321', '3228563', '1235280', '0443248', '1842307', '1359978', '3609565', '2665507', '3167387', '3034406', '4017179', '4124223', '3215868', '2991570', '3656910', '1077340', '3042755', '0605079', '0611017', '8058028', '3727381', '3028546', '4345277', '3914820', '4017681', '2824331', '3237527', '2780564', '2474072', '0813977', '0814688', '2452981', '0861574', '1728034', '2289461', '7177404', '2830634', '2450269', '3785315', '1946675', '3014982', '4671515']","['0570912', '0376260']","['0050868', '0186190', '0037759', '0265519']"
Waynes World,6/10,,2024-01-26,,,8/10 party time excellent ,0105793,0105793,Wayne's World (1992),https://www.imdb.com/title/tt0105793,,1992,7.0,94,"['Comedy', 'Music']",176237,['0790715'],"['0000196', '0001022', '0000507', '0000119', '0236519', '0001223', '0217937', '0068125', '0855564', '0298281', '0838340', '0131974', '0001146', '0168918', '0002235', '0000394', '0001533', '0634377', '0001598', '0001746', '0226746', '0185555', '0820590', '0794928', '0577699', '0024596', '0277300', '0774342', '0752291', '0004840', '0586545', '0642145', '0287817', '0283753', '0274100', '0083698', '0293697', '0808360', '0792314', '0214820', '11130097', '0043888', '3587960', '2780127', '8078479', '0289216', '6527825', '0569501', '0706059', '0790715', '0832859', '3429346', '4824826', '1070446', '0877901', '3006131']","['0000196', None, '0000196', '0877425', '0877901']",['0023400']
Nobody,5/10,,2024-01-28,,,,7888964,7888964,Nobody (2021),https://www.imdb.com/title/tt7888964,,2021,7.4,92,"['Action', 'Crime']",344324,['5820154'],"['0644022', '0148516', '0001567', '0000502', '0000461', '0758760', '0753526', '0533832', '1796904', '2797152', '11141795', '5952124', '8744341', '3110050', '0002262', '4696861', '5820154', '1460167', '1377567', '1638316', '9059650', '12411267', '1819605', '4291271', '5656798', '6879220', '9412217', '1748780', '1357160', '0261413', '4463792', '2716722', '1783534', '5813845', '8449922', '1566181', '0570819', '1372683', '12411270', '16295176', '0048029', '10823980', '8969966', '12411271', '0945771', '12411272', '9587926', '0076780', '3857692', '1122584', '12411274', '12411275', '4004340', '1575227', '11051116', '14069736', '10796438', '5031306', '1977386', '6571111', '4059103', '9148116', '10922663', '4260490']",['4401003'],"['0743169', '0169264', '0594150', '0113457', '0739708']"
Neighbors ,5/10,,2024-01-30,,,,2004420,2004420,Neighbors (2014),https://www.imdb.com/title/tt2004420,,2014,6.3,97,['Comedy'],336608,['0831557'],"['0736622', '0126284', '5746224', '5746225', '1111656', '0054697', '0303013', '1374980', '2002649', '4296013', '2395586', '4273797', '1064292', '3196681', '2407665', '3071273', '3970583', '5058004', '1676221', '1676223', '1672246', '2796745', '2981935', '2981082', '1760830', '2159926', '2868110', '1560199', '1727621', '0001435', '1035503', '1320827', '1641089', '1669654', '5806077', '4343044', '4917017', '3737689', '3276414', '6048988', '6807990', '1615516', '6179045', '9164410', '5695356', '7206999', '0136797', '5045645', '3368743', '5888298', '5427040', '4539804', '4976032', '5203803', '1666892', '3178236', '4132682', '3951341', '4842653', '2103437', '2713831', '6602343', '2841197', '4545868', '3144777', '5939204', '4780511', '4444087', '4820499', '4148165', '0553818', '4223014', '5700554', '5227129', '4875734', '3334898', '6327245', '5376469', '1864017', '2986210', '5597986', '4861770', '10194407', '6149434', '0797329', '6139612', '4834738', '5923659', '6152639', '2954690', '1426233', '3859813', '5782228', '3822486', '5061286', '5809272', '6389189', '5696899']","['1157527', '1895993']","['0380492', '0345956']"
Neighbors 2,5/10,,2024-01-30,,,,4438848,4438848,Neighbors 2: Sorority Rising (2016),https://www.imdb.com/title/tt4438848,,2016,5.7,92,['Comedy'],133454,['0831557'],"['0736622', '1374980', '0126284', '1631269', '0054697', '4169922', '2002649', '4273797', '2395586', '2788156', '1565037', '5377144', '1411125', '2868110', '5746224', '5746225', '0303013', '4696553', '2922572', '3324982', '0001435', '5670328', '3846106', '1560199', '0001288', '3931538', '3434305', '2813994', '1111656', '8148278', '7407110', '7565540', '8148279', '3512054', '6374738', '7171189', '2731980', '7726966', '8121262', '9893354', '7785778', '3579379', '7591401', '7481699', '7225570', '7384359', '6546320', '6679457', '4873561', '2731608', '5450593', '7871423', '6212917', '7541961', '8089873', '5489350', '7699662', '4567325', '4577708', '12235507', '6073130', '1856032', '5850850', '7355609', '2092006', '5008861', '6736821', '3363749', '7495300', '7771655', '2841197', '6657120', '5420191', '8360572', '6861682', '7648906', '7906946', '5923572', '3575815', '14445121', '4310945', '4455129', '7506465', '3878643', '6885685', '7862990', '7133345', '6963976', '6702243', '7530423', '7430232', '5720754', '7648913', '7628832', '7295795', '2950122', '0820837', '5355510', '8829786']","['1157527', '1895993', '0831557', '1698571', '0736622', None, '1157527', '1895993']","['0005073', '0739708', '0345956', '0380492']"
Pacific Rim,5/10,,2024-02-01,,,2/10,1663662,1663662,Pacific Rim (2013),https://www.imdb.com/title/tt1663662,,2013,6.9,131,"['Action', 'Adventure']",542751,['0868219'],"['0402271', '1459109', '0252961', '0452860', '0206359', '1218607', '0242882', '2059117', '0004286', '0000579', '0377034', '0132660', '3870544', '0782213', '0684187', '0055712', '0290860', '1655889', '0288944', '3174869', '0859450', '0055657', '1248979', '5743918', '5743922', '5725655', '0537631', '1976541', '0668702', '2477204', '4504411', '3702298', '0448578', '3024569', '3050817', '5079595', '2314917', '0161538', '0572801', '0660730', '0007092', '4455422', '0620355', '0755662', '0892601', '0910494', '0466905', '4743483', '5258408', '3553514', '4709291', '1653182', '5776891', '0498055', '0453560', '5776892', '6476809', '4560274', '5932170', '6152936', '0147121', '5136526', '0006473', '3881224', '4405460', '0314832', '0316743', '3736195', '5252923', '4403927', '2867705', '2841197', '3502773', '2357497', '11390986', '5478558', '6445780', '12944024', '1344165', '3562239', '5018386', '1362611', '2052977', '3172766', '5554524', '2161194', '5202772', '2200064', '0939398', '0946332']","['2012438', '0868219', None, '2012438']","['0002663', '0159111', '0839619', '0283651', '0839619']"
Dungeons and Dragons,8/10,,2024-02-01,,,,2906216,2906216,Dungeons & Dragons: Honor Among Thieves (2023),https://www.imdb.com/title/tt2906216,,2023,7.2,134,"['Action', 'Adventure']",253731,"['0197855', '0326246']","['1517976', '0735442', '2074546', '6819854', '6096118', '0000424', '5668548', '1724742', '5669718', '1872855', '2894086', '0087432', '1385922', '5715891', '1794801', '8788192', '12854869', '10217834', '1258483', '1239578', '6591540', '4292835', '7728725', '1965791', '6462087', '0360171', '0063311', '0171674', '3438484', '0177896', '4265324', '2662620', '3332827', '6095012', '1527338', '2086483', '6045633', '6537450', '14636417', '3242834', '11117139', '9722439', '3153187', '3879024', '14636419', '1258992', '14636420', '11864412', '5809474', '4786733', '4599455', '8258045', '14636422', '9835860', '4240915', '10672466', '5339108', '11542893', '0603780', '1010938', '11879379', '0189858', '12618856', '0811875', '0098731', '1991708', '1616207', '0197855', '3884872', '4870429', '7033041', '3345135', '7363545', '8688947', '13469339', '9742341', '9347535', '11892511', '6818702', '5810906', '4010532', '9014105', '12422074', '3138357']","['0326246', '0197855', '0318580', None, '0003021', '0318580']","['0023400', '0051618', '0504433', '0023514', '0091919', '0968120', '0304983', '0130376', '0614377', '0211391']"
Prisoners,9/10,,2024-02-01,,,,1392214,1392214,Prisoners (2013),https://www.imdb.com/title/tt1392214,,2013,8.2,153,"['Crime', 'Drama']",858727,['0898288'],"['0413168', '0350453', '0205626', '0004742', '0005024', '0502425', '0200452', '1910255', '2954703', '4961013', '4790129', '0245145', '0137230', '2810287', '2851132', '0721593', '0872354', '0480808', '2110736', '1479060', '3617749', '2221470', '1087229', '2142326', '1821128', '3251033', '3731118', '3656287', '4312614', '2952763', '2688482', '2614023', '1794823', '4435266', '4725374', '5474849', '2389598', '4309554', '5636323', '0160550', '4563248', '1151921', '3236292', '5060320', '5342897', '5741626', '6054839', '4869134', '5016278', '1096816', '1053966', '5248297', '2092006', '4114414', '5611190', '4969830', '1431816', '6043800', '3130671', '7419291', '1390793', '4948161', '4377398', '5352954', '5857646', '7892160', '2656225', '5260516', '5048702', '0861123', '3832496', '5208886']",['3360706'],"['0054452', '0252672', '0202761']"
Maboroshi,5/10,,2024-02-02,,,,14935892,14935892,Maboroshi (2023),https://www.imdb.com/title/tt14935892,,2023,6.3,111,"['Animation', 'Drama']",2265,"['2584046', '5162480']","['7121595', '6092929', '4909523', '7921891', '8057866', '12031515', '5993940', '3937111', '2837894', '9332106', '7955430', '6185816', '5512177', '5213242', '4480120', '9706877', '9008631', '7414534', '2402220', '7124127', '9570057', '1846910', '4316518', '9532108', '10017584', '6090757', '1873559', '7387391', '7506259', '8944892', '9015711', '6594706', '11089072', '5489754', '11153682', '3701010', '5518109', '0643703', '5469832', '0648449', '0689685', '4886399', '1146183', '0756879', '7969122', '7006073', '9846051', '3288499', '10631700', '12125658', '2976916', '11053946', '2961464', '3340306', '12067496', '7429639', '6004516', '8243143', '1938624', '7274489', '5637655', '16330572']","['2584046', None, '2584046']","['0337428', '0502946', '0169264', '0438076', '1022356', '0996850', '0088811', '0376600', '0376600', '0031068', '0375619', '0307857']"
The Guilty,7/10,,2024-02-03,,,,9421570,9421570,The Guilty (2021),https://www.imdb.com/title/tt9421570,,2021,6.3,90,"['Crime', 'Drama']",159927,['0298807'],"['0350453', '2142336', '0765597', '0896292', '2345856', '0000160', '5007768', '11370123', '3244078', '0553440', '8512386', '2369055', '3231528', '3101421', '3354041', '0666198', '0200452', '3400330', '0745391', '0122987', '1722598', '0287168', '2968738', '3680986', '12931937', '0009319', '0023337', '0056431', '1028496', '1683189', '1563451', '1564945', '0558723', '1518685', '0720981', '1090492', '1817775', '1204201', '0822812', '0861558', '0933281', '1817188']","['4446305', None, '7546166', '3764055']","['0144901', '0135575', '0821329', '0564372', '0943052', '0065650', '0670857', '0152181']"
Orion and The Dark,3/10,,2024-02-04,,,,28066777,28066777,Orion and the Dark (2024),https://www.imdb.com/title/tt28066777,,2024,6.3,93,"['Animation', 'Adventure']",16790,['2722653'],"['5016878', '3236159', '0004988', '13801250', '0054697', '0269542', '0742929', '5857106', '5478103', '0001303', '2768526', '1275101', '11812585', '0000291', '8388409', '1014366', '2090377', '0044427', '2722653', '0230666', '7693842', '0359257', '0001348', '0384032', '12460663', '15789041', '13049323', '1507229', '5337106']","['0442109', None, '14944986', None, '1124448', '1725022']","['0129164', '0806775']"
Enter the Dragon,7/10,,2024-02-06,,,,0070034,0070034,Enter the Dragon (1973),https://www.imdb.com/title/tt0070034,,1973,7.6,102,"['Action', 'Crime']",115913,['0167195'],"['0000045', '0768334', '0446485', '0135622', '0793384', '0908378', '0544547', '0161184', '0917315', '0001866', '0033717', '0378420', '0164262', '0448651', '0445585', '0142325', '0425944', '0305167', '0084307', '0643693', '0004791', '0150807', '0000329', '0151005', '4740363', '2983510', '0906404', '1747431', '0152054', '0161177', '0161213', '0167195', '0375370', '2703214', '0005033', '12102014', '0438071', '4654455', '2071387', '0482580', '0497688', '0490492', '0525601', '0388367', '0550301', '0434560', '0659037', '1226853', '0761731', '0839288', '0156495', '1295186', '0867268', '0876600', '12102015', '0910815', '0911048', '0930483', '12102016', '2124279', '0943145', '0945632', '0906219', '1303282', '0950707', '0082898', '0950757']","['0021363', None, '0000045']","['0002663', '0594597', '0073181']"
Jerry and Marge Go Large,6/10,,2024-02-09,,,,8323668,8323668,Jerry and Marge Go Large (2022),https://www.imdb.com/title/tt8323668,,2022,6.9,96,"['Biography', 'Comedy']",29863,['0291205'],"['0186505', '0000906', '0933988', '0932831', '0571106', '0361715', '1416330', '2319871', '10864091', '2474626', '12939442', '12939464', '10039978', '9714056', '1139632', '3548399', '0821705', '1837572', '6247784', '4746345', '1705451', '3264358', '0019171', '3504546', '1128418', '2580719', '0341421', '0164577', '4847956', '5349746', '3259039', '5192354', '8757539', '4662091', '13011847', '2397036', '2611928', '10653594', '1812991', '7072944', '12489810', '5445078', '11184557', '13301528', '5362356', '2049732', '12993755', '10405165', '11056830']","['2321019', None, '0178589']","['0853908', '0390775', '0041356', '0194736', '0820547']"
Society of Snow,7/10,,2024-02-10,,,,16277242,16277242,Society of the Snow (2023),https://www.imdb.com/title/tt16277242,,2023,7.8,144,"['Adventure', 'Biography']",158491,['1291105'],"['11193967', '5542067', '10990649', '2013399', '4036406', '4722897', '6488625', '13169479', '6710927', '3525776', '13169478', '13169480', '12053525', '13169485', '13169486', '8964238', '11217744', '13169483', '10617450', '5440244', '7672526', '13169484', '13169481', '13169487', '14180233', '13169482', '9097990', '15628480', '15628481', '9896676', '15628482', '15628483', '9860839', '11837415', '15628484', '14835302', '12397793', '5542034', '7405511', '6693447', '7687889', '15628485', '4910678', '11063695', '1779380', '15628486', '2854433', '15628488', '15628489', '15628490', '13877890', '5789481', '2675859', '7013383', '15628491', '15628492', '15628493', '15628494', '15628495', '14678487', '15628496', '15398119', '15628497', '15628498', '1462244', '13611615', '3041014', '15628499', '15628500', '15628501', '15628502', '15628503', '12388696', '15628504', '15628505', '1213740', '2864160', '4944726', '1665586', '1254918', '15628506', '15628507', '1939549', '3910004', '0896786', '15628508', '0663427', '2215055', '3463707', '15628511', '15628512', '15628513', '3464347', '15628514', '15628515', '7351775', '15628516', '15628517', '2582295', '4680904', '15628518', '15628519', '15628520', '15628521', '15628522', '15628523', '15628524', '15398105', '3889842', '16071091']","['1291105', '1253632', '0549954', '0143006', None, '0896786']","['0991510', '1032297']"
