URL,name,len,Long Title
https://www.imdb.com/name/nm0000341/,Michael Crichton,2,"['Twister (1996)', 'Twisters (2024)']"
https://www.imdb.com/name/nm0002864/,Michael Markowitz,2,"['Horrible Bosses 2 (2014)', 'Horrible Bosses (2011)']"
https://www.imdb.com/name/nm0000601/,Harold Ramis,2,"['Ghostbusters: Frozen Empire (2024)', 'Groundhog Day (1993)']"
https://www.imdb.com/name/nm0003031/,Caroline Thompson,2,"['Edward Scissorhands (1990)', 'The Secret Garden (1993)']"
https://www.imdb.com/name/nm0003160/,Christopher McQuarrie,2,"['Top Gun: Maverick (2022)', 'Mission: Impossible - Dead Reckoning Part One (2023)']"
https://www.imdb.com/name/nm0936537/,William Wisher,2,"['The Terminator (1984)', 'Terminator 2: Judgment Day (1991)']"
https://www.imdb.com/name/nm0001705/,Rob Schneider,2,"['The Hot Chick (2002)', 'The Animal (2001)']"
https://www.imdb.com/name/nm0000251/,Timothy Dowling,2,"['Pixels (2015)', 'Just Go with It (2011)']"
https://www.imdb.com/name/nm0001345/,Jim Henson,2,"['The Dark Crystal (1982)', 'Muppets Haunted Mansion (2021)']"
https://www.imdb.com/name/nm0005295/,Trey Parker,2,"['South Park (Not Suitable for Children) (2023) (TV)', 'South Park: The End of Obesity (2024)']"
https://www.imdb.com/name/nm0925234/,Mike White,2,"['Despicable Me 4 (2024)', 'Migration (2023)']"
https://www.imdb.com/name/nm1024677/,John Krasinski,2,"['IF (2024)', 'A Quiet Place: Day One (2024)']"
https://www.imdb.com/name/nm0001053/,Ethan Coen,2,"['The Big Lebowski (1998)', 'Fargo (1996)']"
https://www.imdb.com/name/nm0001081/,Cameron Crowe,2,"['Jerry Maguire (1996)', 'Fast Times at Ridgemont High (1982)']"
https://www.imdb.com/name/nm0008743/,Jonathan Aibel,2,"['Kung Fu Panda 4 (2024)', 'Kung Fu Panda 3 (2016)']"
https://www.imdb.com/name/nm1000113/,Etan Cohen,2,"['Get Hard (2015)', 'Idiocracy (2006)']"
https://www.imdb.com/name/nm1496753/,Christopher Roach,1,['Non-Stop (2014)']
https://www.imdb.com/name/nm1615610/,Allan Loeb,1,['Just Go with It (2011)']
https://www.imdb.com/name/nm1601644/,Jennifer Lee,1,['Wish (2023)']
https://www.imdb.com/name/nm1602263/,Evan Turner,1,['The Out-Laws (2023)']
https://www.imdb.com/name/nm1490770/,Danny Lyon,1,['The Bikeriders (2023)']
https://www.imdb.com/name/nm1481493/,Gil Kenan,1,['Ghostbusters: Frozen Empire (2024)']
https://www.imdb.com/name/nm1618125/,Paul Angunawela,1,['Monkey Man (2024)']
https://www.imdb.com/name/nm0959003/,Stefan Zweig,1,['The Grand Budapest Hotel (2014)']
https://www.imdb.com/name/nm14944986/,Emma Yarlett,1,['Orion and the Dark (2024)']
https://www.imdb.com/name/nm1622147/,John W. Richardson,1,['Non-Stop (2014)']
https://www.imdb.com/name/nm1625382/,Owen Egerton,1,['Free Birds (2013)']
https://www.imdb.com/name/nm1481172/,Nicolás Giacobone,1,['Birdman or (The Unexpected Virtue of Ignorance) (2014)']
https://www.imdb.com/name/nm1479803/,Vince Marcello,1,['The Kissing Booth (2018)']
https://www.imdb.com/name/nm1626375/,Kelsey Mann,1,['Inside Out 2 (2024)']
https://www.imdb.com/name/nm0962596/,Pamela Ribon,1,['Nimona (2023)']
https://www.imdb.com/name/nm15982431/,Yi Yu,1,['Twilight of the Warriors: Walled In (2024)']
https://www.imdb.com/name/nm15982429/,Li Jun,1,['Twilight of the Warriors: Walled In (2024)']
https://www.imdb.com/name/nm1598140/,Zach Baylin,1,['Creed III (2023)']
https://www.imdb.com/name/nm1497310/,John Chernin,1,['Incoming (2024)']
https://www.imdb.com/name/nm1510800/,Drew Pearce,1,['The Fall Guy (2024)']
https://www.imdb.com/name/nm15157542/,Kôta Sannomiya,1,['Blue Lock: Episode Nagi (2024)']
https://www.imdb.com/name/nm1491927/,Jonathan Frank,1,['Fall (2022)']
https://www.imdb.com/name/nm1491771/,Claire Parker,1,['Madame Web (2024)']
https://www.imdb.com/name/nm1520948/,Bernard Waber,1,"['Lyle, Lyle, Crocodile (2022)']"
https://www.imdb.com/name/nm1536494/,Sophie Kinsella,1,['Confessions of a Shopaholic (2009)']
https://www.imdb.com/name/nm1544961/,Steve Desmond,1,['Knock at the Cabin (2023)']
https://www.imdb.com/name/nm1547852/,Kayla Alpert,1,['Confessions of a Shopaholic (2009)']
https://www.imdb.com/name/nm1653753/,Paul King,1,['Wonka (2023)']
https://www.imdb.com/name/nm1557594/,Dan Fogelman,1,['Cars 2 (2011)']
https://www.imdb.com/name/nm0991245/,Danny Wallace,1,['Yes Man (2008)']
https://www.imdb.com/name/nm1491740/,Jeff Katz,1,"[""The Pope's Exorcist (2023)""]"
https://www.imdb.com/name/nm1571761/,Sian Heder,1,['CODA (2021)']
https://www.imdb.com/name/nm0971919/,Pete Jones,1,['Ricky Stanicky (2024)']
https://www.imdb.com/name/nm0954664/,Daniel Zelman,1,"[""Fool's Gold (2008)""]"
https://www.imdb.com/name/nm1127221/,Stan Redding,1,['Catch Me If You Can (2002)']
https://www.imdb.com/name/nm0946636/,Kelvin Yasuda,1,"[""Cats Don't Dance (1997)""]"
https://www.imdb.com/name/nm1856892/,Jacob Fleisher,1,['Movie 43 (2013)']
https://www.imdb.com/name/nm1867674/,Jo Nesbø,1,['Killer Heat (2024)']
https://www.imdb.com/name/nm1872664/,Mark L. Smith,1,['Twisters (2024)']
https://www.imdb.com/name/nm0933733/,Larry Wilson,1,['Beetlejuice Beetlejuice (2024)']
https://www.imdb.com/name/nm0930261/,Chris Williams,1,['The Sea Beast (2022)']
https://www.imdb.com/name/nm1894782/,Roberto Bentivegna,1,['Killer Heat (2024)']
https://www.imdb.com/name/nm0922724/,Jennifer Westfeldt,1,['The Idea of You (2024)']
https://www.imdb.com/name/nm1909378/,Lucas Martell,1,['Spies in Disguise (2019)']
https://www.imdb.com/name/nm1911349/,Michael Handelman,1,['Harold and the Purple Crayon (2024)']
https://www.imdb.com/name/nm1912600/,Tony Mosher,1,['Security (2017)']
https://www.imdb.com/name/nm1916835/,Michael Schwartz,1,['The Peanut Butter Falcon (2019)']
https://www.imdb.com/name/nm1932959/,Arthur Harari,1,['Anatomy of a Fall (2023)']
https://www.imdb.com/name/nm1948885/,Matt Sazama,1,['Madame Web (2024)']
https://www.imdb.com/name/nm1960145/,Michael Sherman,1,['Knock at the Cabin (2023)']
https://www.imdb.com/name/nm1969144/,Gene Stupnitsky,1,['The Garfield Movie (2024)']
https://www.imdb.com/name/nm0919363/,Chris Weitz,1,['Afraid (2024)']
https://www.imdb.com/name/nm1973595/,Brian Jarvis,1,['Ricky Stanicky (2024)']
https://www.imdb.com/name/nm1981261/,John Green,1,['Turtles All the Way Down (2024)']
https://www.imdb.com/name/nm2000954/,Hannah Marks,1,['After Everything (2018)']
https://www.imdb.com/name/nm2012438/,Travis Beacham,1,['Pacific Rim (2013)']
https://www.imdb.com/name/nm1865755/,David Lindsay-Abaire,1,['Kung Fu Panda 4 (2024)']
https://www.imdb.com/name/nm0934483/,Kurt Wimmer,1,['The Beekeeper (2024)']
https://www.imdb.com/name/nm0942723/,Ralph Wright,1,['The Aristocats (1970)']
https://www.imdb.com/name/nm1854539/,Cheo Hodari Coker,1,['Creed II (2018)']
https://www.imdb.com/name/nm0942367/,Edgar Wright,1,['The Adventures of Tintin (2011)']
https://www.imdb.com/name/nm1664028/,Sebastian Ko,1,['The Lie (2018)']
https://www.imdb.com/name/nm0938846/,David Womersley,1,"[""Cats Don't Dance (1997)""]"
https://www.imdb.com/name/nm0938774/,Robert Wolterstorff,1,['The Little Rascals (1994)']
https://www.imdb.com/name/nm1672425/,Will Reiser,1,['50/50 (2011)']
https://www.imdb.com/name/nm1676793/,Mark Boal,1,['The Hurt Locker (2008)']
https://www.imdb.com/name/nm1684615/,Kaz,1,['Saving Bikini Bottom: The Sandy Cheeks Movie (2024)']
https://www.imdb.com/name/nm16891022/,Tay Marley,1,['Sidelined: The QB and Me (2024)']
https://www.imdb.com/name/nm1698571/,Evan Goldberg,1,['Neighbors 2: Sorority Rising (2016)']
https://www.imdb.com/name/nm1699934/,Sean Durkin,1,['The Iron Claw (2023)']
https://www.imdb.com/name/nm1703612/,Joby Harold,1,['The Flash (2023)']
https://www.imdb.com/name/nm1725022/,Brandon Sawyer,1,['Orion and the Dark (2024)']
https://www.imdb.com/name/nm1725034/,Patrick Aison,1,['Prey (2022)']
https://www.imdb.com/name/nm1743387/,Jonathan van Tulleken,1,['Movie 43 (2013)']
https://www.imdb.com/name/nm1764901/,Harry Lampert,1,['The Flash (2023)']
https://www.imdb.com/name/nm1765923/,Sean Moynihan,1,['Shallow Hal (2001)']
https://www.imdb.com/name/nm1802374/,Scott Teems,1,['Insidious: The Red Door (2023)']
https://www.imdb.com/name/nm1803036/,C. Robert Cargill,1,['Sinister (2012)']
https://www.imdb.com/name/nm1807891/,Marta Sánchez,1,"['Love, Divided (2024)']"
https://www.imdb.com/name/nm14723599/,Yusuke Nomura,1,['Blue Lock: Episode Nagi (2024)']
https://www.imdb.com/name/nm10050431/,Kwan-Sin Shum,1,['Twilight of the Warriors: Walled In (2024)']
https://www.imdb.com/name/nm1470993/,Scott Mann,1,['Fall (2022)']
https://www.imdb.com/name/nm1189825/,Robert Kanigher,1,['The Flash (2023)']
https://www.imdb.com/name/nm10770001/,Caera Bradshaw,1,['Love Is in the Air (2023)']
https://www.imdb.com/name/nm1195697/,Kiel Murray,1,['Cars 3 (2017)']
https://www.imdb.com/name/nm1199351/,Marc Haimes,1,['Nimona (2023)']
https://www.imdb.com/name/nm1211790/,Christine Lenig,1,['Upgraded (2024)']
https://www.imdb.com/name/nm1237416/,S.J. Clarkson,1,['Madame Web (2024)']
https://www.imdb.com/name/nm1241330/,Steve Galluccio,1,['Little Italy (2018)']
https://www.imdb.com/name/nm1247076/,David Occhino,1,['Ricky Stanicky (2024)']
https://www.imdb.com/name/nm1248357/,Cindy Davis,1,['Spies in Disguise (2019)']
https://www.imdb.com/name/nm1253632/,Bernat Vilaplana,1,['Society of the Snow (2023)']
https://www.imdb.com/name/nm12547851/,Keith Blum,1,['Home Team (2022)']
https://www.imdb.com/name/nm1073238/,Matt Lieberman,1,['Scoob! (2020)']
https://www.imdb.com/name/nm1259714/,Denny O'Neil,1,['Madame Web (2024)']
https://www.imdb.com/name/nm1072409/,Lee Eisenberg,1,['The Garfield Movie (2024)']
https://www.imdb.com/name/nm1268896/,Patrick Jean,1,['Pixels (2015)']
